,track_id,danceability,energy,tempo,loudness,valence,speechiness,liveness,acousticness
0,4qug3gWrzeTNm0GhOkugJV,0.8978102189781021,0.2828854314002829,0.15346954432577586,0.2525100401606426,0.6154873164218959,0.7045289416323565,0.27771073952766767,1.0
1,3oL3XRtkP1WVbMxf7dtTdu,0.7007299270072993,0.8684582743988684,0.494013849912176,1.0,1.0,0.024703317994671833,0.27081537665919675,0.0
2,5bZeugrr7oIATt1CLJuhT4,0.4616788321167884,0.5813295615275812,0.9682623003775412,0.7256526104417671,0.19893190921228304,0.04359409057883265,0.17945181865195658,0.35562655704161505
3,2K0r5GD5zYlEMx2M7ZMcqG,0.5894160583941606,0.7751060820367749,0.041468979023237984,0.8755020080321285,0.18958611481975968,0.030273674013078233,0.45009481123944156,0.2728950661735403
4,6cAKeFFYW2aClZSUyvqAEW,0.21715328467153283,0.8019801980198019,0.10562072237588571,0.9235692771084337,0.6315086782376502,0.03075805279728748,0.09515600758489919,0.2565818144530749
5,3vUc9WQpoca15404jNdzf9,0.41788321167883213,0.3917963224893918,0.6375603157618459,0.4549447791164658,0.11882510013351133,0.3170259142649552,0.33459748319255306,0.5257504678407547
6,7sapKrjDij2fpDVj0GxP66,0.7354014598540144,0.7567185289957566,0.17174092992267465,0.8131275100401607,0.5727636849132176,0.01210946960523128,0.15359420789519052,0.06851332676142334
7,6e40mgJiCid5HRAGrbpGA6,0.7043795620437954,0.741159830268741,0.14139629726837744,0.7968122489959839,0.4926568758344459,0.0024218939210462614,0.20013790725736946,0.25075565312433723
8,4PVDO37yzuB8Eo5K5YX94o,0.5894160583941606,0.9292786421499292,0.34213926631806335,0.7358182730923695,0.3484646194926569,0.1622668927100993,0.06240303395966214,0.00021789843369478842
9,00f9VGHfQhAHMCQ2bSjg3D,0.3521897810218978,0.652050919377652,0.6333407361046617,0.7321787148594378,0.253671562082777,0.07241462823928312,0.09412170315462852,0.3253305181321793
10,65fpYBrI8o2cfrwf2US4gq,0.6952554744525548,0.6237623762376237,0.40400961014314274,0.6257530120481928,0.22563417890520693,0.032695567934124495,0.1363558007240131,0.08249611395039372
11,3hB5DgAiMAQ4DzYbsMq1IT,0.5583941605839415,0.2828854314002829,0.1553976297672166,0.27146084337349397,0.5340453938584779,1.0000000000000002,0.40872263402861586,0.9720344256220591
12,4Musyaro0NM5Awx8b5c627,0.5583941605839415,0.6379066478076378,0.15072378914215334,0.8743724899598393,0.28037383177570097,0.0031484620973601385,0.09463885536976384,0.49428919666557125
13,6XcfKZvJio9Z0fQy11GnNX,0.6624087591240877,0.7779349363507778,0.38331549938422405,0.7759789156626506,0.5273698264352471,0.04068781787357714,0.0,0.0011046401879286597
14,225xvV8r1yKMHErSWivnow,0.14598540145985406,0.6845827439886846,0.36472108376572243,0.8570532128514056,0.03070761014686249,0.019859530152579324,0.3535597310808482,0.19132880757121318
15,77NNZQSqzLNqh2A9JhLRkg,0.34306569343065685,0.8826025459688825,0.3455007974803659,0.6130773092369478,0.4766355140186916,0.034148704286752235,0.5931735907602138,0.2903735501597533
16,6FRLCMO5TUHTexlWo8ym1W,0.9999999999999998,0.5134370579915134,0.40313137227191054,0.6483433734939759,0.44459279038718297,0.06151610559457496,0.15014652646095505,0.6609174106674682
17,1bQhZOoXYqjXs7u7rFXo0h,0.7499999999999998,0.7185289957567185,0.42388605115987965,0.7100903614457831,0.9519359145527369,0.046984742068297405,0.10187898638165833,0.23560763366961937
18,0IktbUcnAGrvD03AWnz3Q8,0.583941605839416,0.33804809052333795,0.4543417253841029,0.4131526104417671,0.8090787716955941,0.024945507386776464,0.1587657300465437,0.3439742343841397
19,5WAD7GRAHPQUy9Il1hM7wL,0.6368613138686132,0.7906647807637907,0.2925743473784095,0.8716114457831324,0.21228304405874504,0.023976749818357956,0.31218755387002245,0.2262857755436391
20,05CrK6Q5VGtfPDtyQFJ4Kf,0.38138686131386856,0.49222065063649223,0.0,0.8221636546184738,0.1789052069425901,0.0,0.042406481641096366,0.08342829976299175
21,2s5B2qJSK8kbFyFRiRq06b,0.6423357664233575,0.7821782178217821,0.20191395287799563,0.5309989959839357,0.5393858477970628,0.011867280213126663,0.11049818996724704,0.18433741397672798
22,3WTUNLFtzWaDwfFfZJZ9d8,0.3832116788321168,0.5318246110325319,0.9179503745129312,0.7973142570281124,0.8104138851802403,0.029304916444659712,0.11739355283571799,0.5676988294076658
23,0aOluBqXYd0rFSCsgDyAWX,0.4963503649635035,0.6874115983026874,0.4446306353596736,0.8393574297188755,0.42990654205607476,0.05570356018406393,0.12601275642130672,0.741318437004048
24,18uwL0vNUanqZH0ro2QcOP,0.8978102189781021,0.0,0.09042821667238699,0.0,0.658210947930574,0.07822717364979413,1.0000000000000002,0.706361469031622
25,1NhPKVLsHhFUHIOZ32QnS2,0.38868613138686137,0.8288543140028287,0.6359350709656577,0.7238955823293173,0.3484646194926569,0.027851780092031972,0.12428891570418894,0.08261263717696847
